run_id,node_id,provider,region,video_id,filename,object_key,input_uri,size_bytes,duration_sec,submit_start_ts,submit_end_ts,complete_ts,submit_wall_ms,job_elapsed_ms,client_wall_ms,poll_interval_sec,poll_count,job_id,status,shot_count,result_bytes,error_type,error_message
20260623_133741,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:37:41.634+00:00,,2026-06-23T05:37:41.634+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133751,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:37:51.761+00:00,,2026-06-23T05:37:51.761+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133801,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:38:01.891+00:00,,2026-06-23T05:38:01.891+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133812,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:38:12.021+00:00,,2026-06-23T05:38:12.021+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133822,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:38:22.143+00:00,,2026-06-23T05:38:22.143+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133832,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:38:32.264+00:00,,2026-06-23T05:38:32.264+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133842,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:38:42.390+00:00,,2026-06-23T05:38:42.390+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133852,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:38:52.518+00:00,,2026-06-23T05:38:52.518+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133902,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:39:02.642+00:00,,2026-06-23T05:39:02.642+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133912,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:39:12.774+00:00,,2026-06-23T05:39:12.774+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133922,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:39:22.896+00:00,,2026-06-23T05:39:22.896+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133933,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:39:33.024+00:00,,2026-06-23T05:39:33.024+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133943,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:39:43.137+00:00,,2026-06-23T05:39:43.137+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
20260623_133953,gcp_asia_east1,gcp,asia-east1,-ZBsdK10Trs,-ZBsdK10Trs.mp4,profile/videos/-ZBsdK10Trs.mp4,,12812931,49.272744,2026-06-23T05:39:53.256+00:00,,2026-06-23T05:39:53.256+00:00,,,,10,,,error,,,FileNotFoundError,[Errno 2] No such file or directory: 'gcloud'
