trial_id,round,order_in_round,timestamp_start_utc,timestamp_end_utc,node_id,provider,region,bucket,direction,size_mib,size_bytes,elapsed_sec,throughput_mib_per_sec,throughput_mbps,status,verified_size_bytes,object_uri,error_type,error_message,cleanup_error
r001-gcp_us_east1-download-060mib,1,27,2026-06-24T11:35:02.275+00:00,2026-06-24T11:35:14.109+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,download,60,62914560,11.809961799997836,5.080456737803419,42.617960034391665,success,62914560,gs://skyflow-prototype-gcp-us-east1/network_measurement/reference/payload_060mib.bin,,,
r001-aws_us_east_2-upload-060mib,1,28,2026-06-24T11:35:14.314+00:00,2026-06-24T11:35:46.868+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,upload,60,62914560,17.439660599979106,3.440433926797399,28.860451561804076,success,62914560,s3://skyflow-prototype-aws-us-east-2/network_measurement/runs/20260624_192901/r001-aws_us_east_2-upload-060mib.bin,,,
r001-aliyun_cn_shanghai-download-005mib,1,29,2026-06-24T11:35:47.071+00:00,2026-06-24T11:35:47.365+00:00,aliyun_cn_shanghai,aliyun,cn-shanghai,skyflow-prototype-aliyun-cn-shanghai,download,5,5242880,0.2897751000127755,17.25476067398324,144.74342342786125,success,5242880,oss://skyflow-prototype-aliyun-cn-shanghai/network_measurement/reference/payload_005mib.bin,,,
r001-gcp_us_east1-download-040mib,1,30,2026-06-24T11:35:47.568+00:00,2026-06-24T11:36:08.057+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,download,40,41943040,20.457032599952072,1.9553178010819474,16.402394548698435,success,41943040,gs://skyflow-prototype-gcp-us-east1/network_measurement/reference/payload_040mib.bin,,,
r001-aliyun_cn_shanghai-download-001mib,1,31,2026-06-24T11:36:08.259+00:00,2026-06-24T11:36:08.473+00:00,aliyun_cn_shanghai,aliyun,cn-shanghai,skyflow-prototype-aliyun-cn-shanghai,download,1,1048576,0.21039289998589084,4.753012102913459,39.87115535059666,success,1048576,oss://skyflow-prototype-aliyun-cn-shanghai/network_measurement/reference/payload_001mib.bin,,,
r001-aliyun_cn_shanghai-download-010mib,1,32,2026-06-24T11:36:08.676+00:00,2026-06-24T11:36:08.976+00:00,aliyun_cn_shanghai,aliyun,cn-shanghai,skyflow-prototype-aliyun-cn-shanghai,download,10,10485760,0.2966983000515029,33.704271302748054,282.73191988440277,success,10485760,oss://skyflow-prototype-aliyun-cn-shanghai/network_measurement/reference/payload_010mib.bin,,,
r001-aws_us_east_2-download-001mib,1,33,2026-06-24T11:36:09.180+00:00,2026-06-24T11:36:24.489+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,download,1,1048576,15.279662400018424,0.06544647216804962,0.5490048000006783,success,1048576,s3://skyflow-prototype-aws-us-east-2/network_measurement/reference/payload_001mib.bin,,,
r001-aliyun_cn_shanghai-upload-060mib,1,34,2026-06-24T11:36:24.692+00:00,2026-06-24T11:36:27.001+00:00,aliyun_cn_shanghai,aliyun,cn-shanghai,skyflow-prototype-aliyun-cn-shanghai,upload,60,62914560,1.9414763000095263,30.904317502977293,259.24420504001534,success,62914560,oss://skyflow-prototype-aliyun-cn-shanghai/network_measurement/runs/20260624_192901/r001-aliyun_cn_shanghai-upload-060mib.bin,,,
r001-aliyun_cn_shanghai-upload-005mib,1,35,2026-06-24T11:36:27.204+00:00,2026-06-24T11:36:27.975+00:00,aliyun_cn_shanghai,aliyun,cn-shanghai,skyflow-prototype-aliyun-cn-shanghai,upload,5,5242880,0.37719920004019514,13.255595450539634,111.19599404116039,success,5242880,oss://skyflow-prototype-aliyun-cn-shanghai/network_measurement/runs/20260624_192901/r001-aliyun_cn_shanghai-upload-005mib.bin,,,
r001-aws_us_east_2-upload-001mib,1,36,2026-06-24T11:36:28.179+00:00,2026-06-24T11:36:52.166+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,upload,1,1048576,8.796507499995641,0.11368148097418157,0.9536293807518673,success,1048576,s3://skyflow-prototype-aws-us-east-2/network_measurement/runs/20260624_192901/r001-aws_us_east_2-upload-001mib.bin,,,
r001-aws_us_east_2-download-060mib,1,37,2026-06-24T11:36:52.370+00:00,2026-06-24T11:37:08.936+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,download,60,62914560,16.52756329998374,3.6302992105351084,30.453156999888495,success,62914560,s3://skyflow-prototype-aws-us-east-2/network_measurement/reference/payload_060mib.bin,,,
r001-aws_us_east_2-upload-020mib,1,38,2026-06-24T11:37:09.139+00:00,2026-06-24T11:37:41.200+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,upload,20,20971520,16.94064939999953,1.180592285913228,9.903525894349993,success,20971520,s3://skyflow-prototype-aws-us-east-2/network_measurement/runs/20260624_192901/r001-aws_us_east_2-upload-020mib.bin,,,
r001-aws_us_east_2-upload-010mib,1,39,2026-06-24T11:37:41.403+00:00,2026-06-24T11:38:12.895+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,upload,10,10485760,16.368221000011545,0.6109399427092869,5.124935690930666,success,10485760,s3://skyflow-prototype-aws-us-east-2/network_measurement/runs/20260624_192901/r001-aws_us_east_2-upload-010mib.bin,,,
r001-gcp_us_east1-upload-001mib,1,40,2026-06-24T11:38:13.099+00:00,2026-06-24T11:38:41.666+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,upload,1,1048576,14.860484200005885,0.06729255834070359,0.5644908932372928,success,1048576,gs://skyflow-prototype-gcp-us-east1/network_measurement/runs/20260624_192901/r001-gcp_us_east1-upload-001mib.bin,,,
r001-aws_us_east_2-download-080mib,1,41,2026-06-24T11:38:41.869+00:00,2026-06-24T11:38:58.779+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,download,80,83886080,16.879675299976952,4.739427659494685,39.75720077985839,success,83886080,s3://skyflow-prototype-aws-us-east-2/network_measurement/reference/payload_080mib.bin,,,
r001-gcp_us_east1-upload-040mib,1,42,2026-06-24T11:38:58.983+00:00,2026-06-24T11:39:24.803+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,upload,40,41943040,14.70526499999687,2.7201141903942916,22.81797165845508,success,41943040,gs://skyflow-prototype-gcp-us-east1/network_measurement/runs/20260624_192901/r001-gcp_us_east1-upload-040mib.bin,,,
r001-aws_us_east_2-upload-080mib,1,43,2026-06-24T11:39:25.007+00:00,2026-06-24T11:39:56.670+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,upload,80,83886080,16.89477180002723,4.735192694338202,39.72167531726699,success,83886080,s3://skyflow-prototype-aws-us-east-2/network_measurement/runs/20260624_192901/r001-aws_us_east_2-upload-080mib.bin,,,
r001-aws_us_east_2-download-040mib,1,44,2026-06-24T11:39:56.874+00:00,2026-06-24T11:40:12.896+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,download,40,41943040,15.995755499985535,2.5006633791093003,20.977084827303308,success,41943040,s3://skyflow-prototype-aws-us-east-2/network_measurement/reference/payload_040mib.bin,,,
r001-aws_us_east_2-upload-040mib,1,45,2026-06-24T11:40:13.100+00:00,2026-06-24T11:40:44.571+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,upload,40,41943040,16.63818920002086,2.4041077739367123,20.1671177053077,success,41943040,s3://skyflow-prototype-aws-us-east-2/network_measurement/runs/20260624_192901/r001-aws_us_east_2-upload-040mib.bin,,,
r001-gcp_us_east1-download-080mib,1,46,2026-06-24T11:40:44.775+00:00,2026-06-24T11:41:08.317+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,download,80,83886080,23.51175790000707,3.40255289886155,28.54268246781319,success,83886080,gs://skyflow-prototype-gcp-us-east1/network_measurement/reference/payload_080mib.bin,,,
r001-gcp_us_east1-upload-100mib,1,47,2026-06-24T11:41:08.519+00:00,2026-06-24T11:41:52.484+00:00,gcp_us_east1,gcp,us-east1,skyflow-prototype-gcp-us-east1,upload,100,104857600,31.689332899986766,3.1556360089877993,26.471393470083125,success,104857600,gs://skyflow-prototype-gcp-us-east1/network_measurement/runs/20260624_192901/r001-gcp_us_east1-upload-100mib.bin,,,
r001-aws_us_east_2-upload-005mib,1,48,2026-06-24T11:41:52.687+00:00,2026-06-24T11:42:11.756+00:00,aws_us_east_2,aws,us-east-2,skyflow-prototype-aws-us-east-2,upload,5,5242880,8.408307100005914,0.5946500217619887,4.988285929752792,success,5242880,s3://skyflow-prototype-aws-us-east-2/network_measurement/runs/20260624_192901/r001-aws_us_east_2-upload-005mib.bin,,,
