workflow,quality_level,query_id,budget_factor,baseline_aggregation,budget_baseline,baseline_p95_selected,baseline_p95_min,baseline_p95_max,sla_sec_old,sla_sec_new,p95_single_cloud,p95_greedy,p95_dpgm,p95_mtgp
workflow1,Q1,workflow1_Q1_q0053,1.0,min,mtgp,1486.8775989211224,1486.8775989211224,1596.999491320569,2759.930856359713,1486.8775989211224,1553.8419955115983,1596.999491320569,1497.5677757991575,1486.8775989211224
workflow1,Q1,workflow1_Q1_q0054,1.0,min,single_cloud,608.4627232744939,608.4627232744939,655.2120891092968,1772.6356954504622,608.4627232744939,608.4627232744939,655.2120891092968,616.6485683859825,612.4743355573893
workflow1,Q1,workflow1_Q1_q0055,1.0,min,mtgp,4513.708290287678,4513.708290287678,4938.724418912641,6151.092950775528,4513.708290287678,4874.65341141546,4938.724418912641,4548.899881211823,4513.708290287678
workflow1,Q1,workflow1_Q1_q0056,1.0,min,mtgp,5208.145178429191,5208.145178429191,5673.51551775521,6880.377677201582,5208.145178429191,5603.138593380626,5673.51551775521,5248.429147435786,5208.145178429191
workflow1,Q1,workflow1_Q1_q0057,1.0,min,mtgp,3076.4754022880165,3076.4754022880165,3333.2188808346605,4542.939179526375,3076.4754022880165,3303.738091852064,3333.2188808346605,3099.703571958993,3076.4754022880165
workflow1,Q1,workflow1_Q1_q0058,1.0,min,mtgp,2527.416875947924,2527.416875947924,2738.8347825963965,3927.083511383586,2527.416875947924,2694.4906044172926,2738.8347825963965,2545.4633709635123,2527.416875947924
workflow1,Q1,workflow1_Q1_q0059,1.0,min,mtgp,3861.1870214414475,3861.1870214414475,4228.618476325814,5445.852621834997,3861.1870214414475,4176.406072636948,4228.618476325814,3891.7598608318153,3861.1870214414475
workflow1,Q1,workflow1_Q1_q0060,1.0,min,mtgp,6610.55291959453,6610.55291959453,7184.264848076281,8462.290239674183,6610.55291959453,7133.672999706746,7184.264848076281,6660.174412094199,6610.55291959453
workflow1,Q1,workflow1_Q1_q0061,1.0,min,mtgp,6414.370417193808,6414.370417193808,7032.359034613173,8267.913705586401,6414.370417193808,6902.394175272255,7032.359034613173,6461.474364533832,6414.370417193808
workflow1,Q1,workflow1_Q1_q0062,1.0,min,mtgp,517.4264782616169,517.4264782616169,564.2551766850511,1691.973954908152,517.4264782616169,544.6461718186731,564.2551766850511,520.1344586667727,517.4264782616169
workflow1,Q1,workflow1_Q1_q0063,1.0,min,mtgp,1517.1753343914686,1517.1753343914686,1652.9128318469961,2815.760050934899,1517.1753343914686,1618.5343862414,1652.9128318469961,1528.5409935528046,1517.1753343914686
workflow1,Q1,workflow1_Q1_q0064,1.0,min,mtgp,1928.486915957417,1928.486915957417,2093.471051166727,3265.576740531993,1928.486915957417,2056.5553879159334,2093.471051166727,1942.4218904923007,1928.486915957417
workflow1,Q1,workflow1_Q1_q0065,1.0,min,mtgp,2028.2915405809365,2028.2915405809365,2199.937860571223,3368.513642425869,2028.2915405809365,2151.543095805852,2199.937860571223,2043.7106178303527,2028.2915405809365
